Geneid	Chr	Start	End	Strand	Length	Col_0h_rep1.Aligned.sortedByCoord.out.bam	Col_0h_rep2.Aligned.sortedByCoord.out.bam	Col_0h_rep3.Aligned.sortedByCoord.out.bam	Col_3h_rep1.Aligned.sortedByCoord.out.bam	Col_3h_rep2.Aligned.sortedByCoord.out.bam	Col_3h_rep3.Aligned.sortedByCoord.out.bam
gene-AT5G01485	CP002688.1	2619586	2619791	+	206	0	0	0	0	0	0
gene-AT5G08150	CP002688.1	2621974	2622900	-	927	66	82	105	178	160	165
gene-AT5G08160	CP002688.1	2625559	2628205	-	2647	1728	1748	1782	1816	1982	1812
gene-AT5G08170	CP002688.1	2628300	2631295	-	2996	1339	1385	1296	1072	1176	1060
gene-AT5G08180	CP002688.1	2631516	2633890	-	2375	2551	2903	2657	1869	2443	2058
gene-AT5G01495	CP002688.1	2632300	2632416	-	117	0	0	0	0	0	0
gene-AT5G01505	CP002688.1	2632524	2632665	-	142	0	0	0	0	0	0
gene-AT5G01515	CP002688.1	2632770	2632923	-	154	0	0	0	0	0	0
gene-AT5G08185	CP002688.1	2634905	2635044	-	140	61	43	80	39	78	66
gene-AT5G08190	CP002688.1	2635832	2637433	+	1602	766	766	734	846	880	746
gene-AT5G08200	CP002688.1	2637988	2640936	+	2949	820	933	698	850	798	670
gene-AT5G08230	CP002688.1	2641394	2650125	-	8732	1391	1260	1258	1174	1112	1027
gene-AT5G08210	CP002688.1	2641426	2641674	-	249	0	0	0	0	0	0
gene-AT5G01535	CP002688.1	2649853	2650106	+	254	0	0	0	0	0	0
gene-AT5G08240	CP002688.1	2650837	2652535	-	1699	504	474	488	674	742	640
gene-AT5G08250	CP002688.1	2653554	2655870	-	2317	80	86	102	82	62	64
gene-AT5G08260	CP002688.1	2657054	2661437	+	4384	1138	1276	1274	1016	1129	1092
gene-AT5G08270	CP002688.1	2661642	2663627	+	1986	224	284	260	292	246	264
gene-AT5G08280	CP002688.1	2663499	2665826	-	2328	14852	16610	16197	15718	16761	14890
gene-AT5G01545	CP002688.1	2664956	2665375	+	420	5	0	2	2	2	2
gene-AT5G08290	CP002688.1	2665899	2667261	+	1363	3884	3888	3614	3987	4352	3935
gene-AT5G08300	CP002688.1	2667361	2669923	+	2563	3287	3305	3193	2956	3413	2940
gene-AT5G08305	CP002688.1	2669944	2671782	-	1839	42	62	52	54	80	54
gene-AT5G08310	CP002688.1	2671987	2675396	-	3410	108	84	112	150	168	122
gene-AT5G08315	CP002688.1	2676021	2676713	-	693	0	0	0	0	0	0
gene-AT5G08320	CP002688.1	2677037	2678819	+	1783	378	396	306	406	458	388
gene-AT5G08330	CP002688.1	2680401	2681993	+	1593	1988	2177	2341	3012	3045	2954
gene-AT5G08335	CP002688.1	2681996	2683780	+	1785	388	351	306	448	457	407
gene-AT5G08340	CP002688.1	2683782	2687416	+	3635	358	320	352	410	413	428
gene-AT5G08350	CP002688.1	2685712	2687476	-	1765	286	306	342	160	226	188
gene-AT5G08360	CP002688.1	2689540	2690974	+	1435	122	168	136	104	150	96
gene-AT5G08370	CP002688.1	2690879	2693585	-	2707	850	872	796	786	836	638
gene-AT5G08380	CP002688.1	2694669	2697781	-	3113	800	731	598	692	710	592
gene-AT5G08391	CP002688.1	2699158	2699784	+	627	14	20	18	28	24	6
gene-AT5G08390	CP002688.1	2700959	2707273	+	6315	1462	1780	1433	1524	1636	1470
gene-AT5G08400	CP002688.1	2706458	2708946	-	2489	498	574	442	340	392	404
gene-AT5G08410	CP002688.1	2709787	2710598	-	812	1940	2055	1841	2424	2810	2351
gene-AT5G08415	CP002688.1	2710781	2713255	-	2475	1205	1234	1116	1092	1224	1170
gene-AT5G08420	CP002688.1	2713347	2716328	+	2982	3486	3842	3519	3616	4190	3802
gene-AT5G08430	CP002688.1	2716313	2720442	+	4130	1974	1877	1584	1536	1667	1434
gene-AT5G08440	CP002688.1	2720626	2727167	+	6542	1148	1299	1125	1044	1200	1058
gene-AT5G08450	CP002688.1	2727613	2732925	-	5313	3578	3501	3722	3476	3891	3088
gene-AT5G08460	CP002688.1	2733220	2735455	+	2236	4	2	4	0	4	2
gene-AT5G08470	CP002688.1	2735911	2743065	+	7155	1598	1564	1556	1832	1881	1826
gene-AT5G08480	CP002688.1	2743319	2745111	+	1793	50	44	50	30	76	72
gene-AT5G08490	CP002688.1	2743330	2748019	-	4690	58	56	64	80	101	52
gene-AT5G08500	CP002688.1	2748133	2751888	+	3756	1193	1202	1169	1484	1606	1503
gene-AT5G08505	CP002688.1	2752025	2752356	-	332	0	0	0	0	0	0
gene-AT5G08510	CP002688.1	2752992	2755749	+	2758	252	234	178	286	296	260
gene-AT5G08520	CP002688.1	2755144	2758540	-	3397	1994	2144	2030	3170	3201	2620
gene-AT5G08530	CP002688.1	2759317	2762019	-	2703	8060	8452	7928	8220	8769	7691
gene-AT5G08535	CP002688.1	2762029	2763453	+	1425	330	350	312	328	354	390
gene-AT5G08540	CP002688.1	2763823	2765734	+	1912	3148	3392	3126	2878	3231	2830
gene-AT5G08550	CP002688.1	2765642	2770282	-	4641	1117	1055	1001	1238	1229	1035
gene-AT5G01555	CP002688.1	2765916	2766161	+	246	0	0	0	0	0	0
gene-AT5G08560	CP002688.1	2770782	2774714	-	3933	2876	2837	2882	3232	3315	2944
gene-AT5G08565	CP002688.1	2775897	2777474	+	1578	110	166	170	138	184	134
gene-AT5G08570	CP002688.1	2778000	2780581	+	2582	3663	3954	3577	3078	3374	2854
gene-AT5G08580	CP002688.1	2780450	2783173	-	2724	1022	1179	975	978	1123	1034
gene-AT5G08590	CP002688.1	2783168	2786113	+	2946	3376	3329	2862	2878	3566	3091
gene-AT5G08600	CP002688.1	2786177	2790241	+	4065	376	334	324	334	372	352
gene-AT5G08610	CP002688.1	2790243	2794219	+	3977	3896	4383	4005	3138	3403	3334
gene-AT5G08620	CP002688.1	2794388	2797760	+	3373	1754	1745	1858	1535	1925	1469
gene-AT5G08630	CP002688.1	2798010	2803205	-	5196	1012	936	829	1148	1142	980
gene-AT5G08640	CP002688.1	2803833	2805606	+	1774	2750	2866	2648	1094	1146	1180
gene-AT5G08650	CP002688.1	2806302	2813602	-	7301	11518	11449	10571	9596	10620	9554
gene-AT5G08660	CP002688.1	2813870	2818139	+	4270	862	868	902	1154	1368	1083
gene-AT5G08670	CP002688.1	2818091	2821251	-	3161	13930	13763	14406	13566	14594	12634
gene-AT5G08680	CP002688.1	2821739	2825039	+	3301	7758	7781	7717	6888	7583	6449
gene-AT5G08690	CP002688.1	2825661	2828806	+	3146	12561	13059	13367	11675	12738	11043
gene-AT5G08695	CP002688.1	2829193	2834695	+	5503	0	0	0	0	0	1
gene-AT5G08710	CP002688.1	2834649	2838214	-	3566	764	710	604	668	651	590
gene-AT5G08712	CP002688.1	2838635	2838773	+	139	0	0	0	0	0	0
gene-AT5G01575	CP002688.1	2839058	2839331	+	274	0	0	0	0	0	0
gene-AT5G01565	CP002688.1	2839058	2839261	-	204	0	0	0	0	0	0
gene-AT5G08717	CP002688.1	2840622	2840734	+	113	0	0	0	0	0	0
gene-AT5G01585	CP002688.1	2841112	2841391	+	280	0	0	0	0	0	0
gene-AT5G08720	CP002688.1	2841408	2845530	-	4123	4452	4372	4310	3951	3930	3304
gene-AT5G08730	CP002688.1	2845694	2847415	-	1722	0	0	0	2	0	0
gene-AT5G08740	CP002688.1	2848352	2851534	-	3183	2410	2572	2360	2471	2455	2235
gene-AT5G08750	CP002688.1	2851814	2854566	+	2753	592	622	558	692	630	574
gene-AT5G08760	CP002688.1	2854857	2855617	+	761	318	146	244	808	965	1028
gene-AT5G08770	CP002688.1	2855638	2856567	-	930	316	307	330	322	266	248
gene-AT5G08780	CP002688.1	2856740	2859006	+	2267	323	328	323	587	745	613
gene-AT5G08790	CP002688.1	2858849	2860558	-	1710	1304	974	1016	1523	1770	1754
gene-AT5G01605	CP002688.1	2862006	2862210	-	205	0	0	0	0	0	0
gene-AT5G09210	CP002688.1	2862383	2865359	-	2977	8	4	8	2	2	10
gene-AT5G09220	CP002688.1	2866222	2869156	+	2935	12056	13420	12226	11879	14685	11855
gene-AT5G09225	CP002688.1	2869266	2871322	-	2057	686	662	606	748	710	712
gene-AT5G09230	CP002688.1	2871365	2873789	+	2425	1088	948	966	718	802	740
gene-AT5G01615	CP002688.1	2871406	2871630	-	225	0	0	0	0	0	0
gene-AT5G09240	CP002688.1	2873660	2874989	-	1330	280	238	240	270	266	270
gene-AT5G09250	CP002688.1	2875136	2876609	-	1474	530	614	528	584	639	565
gene-AT5G09260	CP002688.1	2876698	2878753	+	2056	436	434	389	444	472	474
gene-AT5G09270	CP002688.1	2878826	2880881	+	2056	208	266	242	282	240	294
gene-AT5G09280	CP002688.1	2880423	2881597	-	1175	0	0	0	0	0	0
gene-AT5G09290	CP002688.1	2882302	2884229	+	1928	122	100	66	72	116	110
gene-AT5G09300	CP002688.1	2884179	2886880	-	2702	260	264	284	222	312	202
gene-AT5G09310	CP002688.1	2886897	2888553	-	1657	599	601	526	590	728	542
gene-AT5G09315	CP002688.1	2888659	2889953	-	1295	327	342	272	416	498	410
gene-AT5G09320	CP002688.1	2890102	2892094	-	1993	22	38	12	8	16	8
gene-AT5G09330	CP002688.1	2892338	2895480	-	3143	3949	3880	3858	3745	4127	3608
gene-AT5G09340	CP002688.1	2896675	2896914	-	240	0	0	0	0	0	0
gene-AT5G09345	CP002688.1	2898867	2898950	-	84	0	0	0	0	0	0
gene-AT5G09350	CP002688.1	2899001	2906160	-	7160	654	652	594	778	822	696
gene-AT5G09360	CP002688.1	2906426	2908658	-	2233	0	0	0	0	0	4
gene-AT5G09370	CP002688.1	2909239	2910554	-	1316	0	0	0	0	0	0
gene-AT5G09380	CP002688.1	2911177	2913324	-	2148	228	226	230	298	227	228
gene-AT5G09390	CP002688.1	2913482	2915979	+	2498	1178	1186	1096	1268	1328	1206
gene-AT5G09400	CP002688.1	2916151	2920823	+	4673	1381	1550	1364	1642	1752	1409
gene-AT5G09410	CP002688.1	2920827	2927480	+	6654	3634	3585	3541	4482	4633	4016
gene-AT5G09420	CP002688.1	2928173	2932021	+	3849	225	300	314	226	306	254
gene-AT5G09430	CP002688.1	2931963	2933423	+	1461	0	20	12	32	18	24
gene-AT5G09440	CP002688.1	2938193	2939715	+	1523	544	482	598	902	972	737
gene-AT5G09443	CP002688.1	2940443	2941493	-	1051	88	92	122	132	134	129
gene-AT5G09445	CP002688.1	2940676	2941597	+	922	18	32	18	18	24	14
gene-AT5G09450	CP002688.1	2941798	2943668	+	1871	514	544	462	750	740	662
gene-AT5G09460	CP002688.1	2943738	2946839	-	3102	4808	5094	4485	3942	4264	4215
gene-AT5G09470	CP002688.1	2949132	2950695	-	1564	12	10	18	2	4	6
gene-AT5G09480	CP002688.1	2950862	2951701	-	840	760	698	837	692	744	744
gene-AT5G09490	CP002688.1	2952216	2953245	-	1030	0	0	0	0	1	0
gene-AT5G09500	CP002688.1	2953884	2954918	-	1035	4	11	4	6	6	0
gene-AT5G09510	CP002688.1	2955008	2956683	-	1676	4401	4950	4866	4092	4864	4286
gene-AT5G09520	CP002688.1	2958157	2958971	-	815	358	220	330	382	306	340
gene-AT5G09530	CP002688.1	2959734	2961382	-	1649	1714	1538	1895	2106	2124	1822
gene-AT5G09540	CP002688.1	2962057	2963441	-	1385	64	66	64	36	38	42
gene-AT5G09550	CP002688.1	2963648	2966811	+	3164	0	0	0	0	0	0
gene-AT5G09560	CP002688.1	2967170	2969491	+	2322	0	0	0	0	0	0
gene-AT5G09570	CP002688.1	2970498	2972222	+	1725	14	14	24	18	24	10
gene-AT5G09580	CP002688.1	2972639	2974776	+	2138	66	94	88	62	84	72
gene-AT5G09585	CP002688.1	2975014	2975208	+	195	8	0	6	12	6	6
gene-AT5G09590	CP002688.1	2975436	2978750	+	3315	3170	3156	3114	2044	2254	2083
gene-AT5G09600	CP002688.1	2978825	2981096	+	2272	592	683	598	522	569	432
gene-AT5G09610	CP002688.1	2980865	2982819	+	1955	0	6	4	4	2	0
gene-AT5G09620	CP002688.1	2983448	2985760	-	2313	4272	4274	3602	4511	5015	3804
gene-AT5G09630	CP002688.1	2985766	2987699	-	1934	128	98	124	198	192	138
gene-AT5G09640	CP002688.1	2988314	2991156	+	2843	0	0	0	4	6	2
gene-AT5G09650	CP002688.1	2991149	2993213	-	2065	13047	13239	11928	10349	11229	10604
gene-AT5G09655	CP002688.1	2993327	2993400	+	74	0	0	0	0	0	0
gene-AT5G09660	CP002688.1	2993411	2995784	-	2374	57238	53906	49959	52109	52166	46772
gene-AT5G09670	CP002688.1	2995912	2998932	-	3021	1927	1834	1656	1526	1592	1355
gene-AT5G09680	CP002688.1	2999195	3000658	-	1464	914	1059	907	1088	1194	1001
gene-AT5G09690	CP002688.1	3000612	3003539	-	2928	152	168	158	118	144	172
gene-AT5G09700	CP002688.1	3003666	3005587	-	1922	2	2	0	2	0	2
gene-AT5G09711	CP002688.1	3011010	3011147	-	138	0	1	0	1	0	1
gene-AT5G09720	CP002688.1	3011614	3014552	-	2939	36	30	24	30	28	32
gene-AT5G09730	CP002688.1	3014894	3018342	-	3449	58	38	50	18	26	14
gene-AT5G09740	CP002688.1	3021932	3024763	-	2832	622	530	736	708	652	584
gene-AT5G09750	CP002688.1	3026109	3027114	-	1006	4	0	2	2	0	4
gene-AT5G09755	CP002688.1	3030817	3030889	-	73	0	0	0	0	0	0
gene-AT5G09760	CP002688.1	3032019	3034578	+	2560	1402	1484	1564	1066	1184	970
gene-AT5G09770	CP002688.1	3035030	3036596	-	1567	978	942	938	844	956	801
gene-AT5G09780	CP002688.1	3036956	3038614	-	1659	0	4	0	0	14	0
gene-AT5G09790	CP002688.1	3038978	3041206	-	2229	286	348	330	326	380	304
gene-AT5G09800	CP002688.1	3042904	3044546	-	1643	70	78	48	58	86	60
gene-AT5G09805	CP002688.1	3047011	3047753	+	743	26	12	24	12	14	6
gene-AT5G09810	CP002688.1	3052062	3054691	+	2630	14836	16175	15067	14251	15362	13070
gene-AT5G09820	CP002688.1	3055618	3057578	-	1961	914	884	638	700	646	690
gene-AT5G09830	CP002688.1	3057603	3058825	-	1223	718	646	584	670	717	614
gene-AT5G09840	CP002688.1	3058907	3062190	+	3284	204	230	228	160	160	158
gene-AT5G09850	CP002688.1	3062651	3065889	-	3239	2826	2885	2798	2725	3129	2612
gene-AT5G09860	CP002688.1	3066562	3070989	+	4428	1920	1804	1722	1722	2058	1711
gene-AT5G09870	CP002688.1	3072870	3078416	+	5547	6750	7183	6861	5900	6475	5940
gene-AT5G09876	CP002688.1	3079887	3080435	+	549	4	0	0	14	2	22
gene-AT5G09880	CP002688.1	3081389	3085291	-	3903	3135	3236	2920	3179	3408	3020
gene-AT5G09890	CP002688.1	3085544	3089119	-	3576	1796	1890	1826	2348	2547	2357
gene-AT5G09900	CP002688.1	3089278	3093020	-	3743	4195	4509	4069	4447	5072	4189
gene-AT5G09910	CP002688.1	3092733	3095156	+	2424	6	10	4	0	0	2
gene-AT5G01635	CP002688.1	3095272	3095633	-	362	0	0	0	0	0	0
gene-AT5G09920	CP002688.1	3096183	3097837	+	1655	1258	1235	1222	1202	1426	1252
gene-AT5G09930	CP002688.1	3097555	3100291	-	2737	261	224	127	144	110	52
gene-AT5G09940	CP002688.1	3101192	3101833	+	642	0	0	0	0	0	0
gene-AT5G09950	CP002688.1	3102195	3105950	-	3756	63	52	54	71	70	92
gene-AT5G09960	CP002688.1	3106302	3107904	+	1603	884	988	756	1004	1068	1014
gene-AT5G09970	CP002688.1	3111945	3114239	+	2295	26	62	46	78	94	48
gene-AT5G09975	CP002688.1	3118377	3118457	+	81	0	0	0	0	0	0
gene-AT5G09976	CP002688.1	3118939	3120041	+	1103	14	10	16	20	12	10
gene-AT5G09978	CP002688.1	3120655	3121879	+	1225	58	48	66	104	118	90
gene-AT5G09980	CP002688.1	3122731	3124003	+	1273	78	98	90	64	82	96
gene-AT5G09990	CP002688.1	3124568	3125076	+	509	154	144	146	100	76	90
gene-AT5G09995	CP002688.1	3125038	3126379	-	1342	1144	1176	1116	1014	1164	1009
gene-AT5G01645	CP002688.1	3126018	3126374	+	357	0	6	0	0	0	4
gene-AT5G10000	CP002688.1	3126709	3127155	+	447	0	0	0	0	0	0
gene-AT5G10010	CP002688.1	3127828	3131803	+	3976	2060	2147	2204	2086	2189	1990
gene-AT5G10020	CP002688.1	3133244	3137242	+	3999	1382	1588	1450	1874	1972	1597
gene-AT5G10030	CP002688.1	3137289	3144269	-	6981	1245	1308	1286	1165	1317	1100
gene-AT5G10040	CP002688.1	3143723	3144157	+	435	130	29	2	28	7	14
gene-AT5G10050	CP002688.1	3144200	3145760	+	1561	927	757	680	748	785	660
gene-AT5G10060	CP002688.1	3145749	3148400	-	2652	1858	1834	1724	1666	1886	1594
gene-AT5G10070	CP002688.1	3148424	3150434	-	2011	1012	878	868	784	954	760
gene-AT5G10080	CP002688.1	3150586	3153494	+	2909	376	424	374	298	374	302
gene-AT5G10090	CP002688.1	3153494	3156249	-	2756	1	2	2	0	6	0
gene-AT5G10100	CP002688.1	3157694	3161708	+	4015	184	218	162	122	110	158
gene-AT5G01655	CP002688.1	3164476	3164873	+	398	0	0	0	0	0	0
gene-AT5G10110	CP002688.1	3166343	3168346	-	2004	332	296	286	342	382	296
gene-AT5G01665	CP002688.1	3169299	3169629	+	331	0	0	0	0	0	0
gene-AT5G10120	CP002688.1	3169640	3171262	+	1623	4	0	2	0	0	2
gene-AT5G10130	CP002688.1	3171266	3172701	-	1436	175	158	178	126	222	144
gene-AT5G01675	CP002688.1	3173371	3179600	+	6230	0	0	4	0	0	4
gene-AT5G10140	CP002688.1	3173382	3179448	-	6067	124	152	112	92	116	124
gene-AT5G10150	CP002688.1	3181938	3184110	-	2173	1810	1660	1616	2361	2186	2236
gene-AT5G10160	CP002688.1	3185734	3187312	+	1579	1932	1976	1895	1798	1821	1521
gene-AT5G10170	CP002688.1	3187277	3190321	-	3045	810	729	850	678	752	628
gene-AT5G10180	CP002688.1	3193017	3197136	+	4120	6185	6483	5460	5187	5912	4902
gene-AT5G10190	CP002688.1	3198898	3201365	+	2468	662	594	614	834	874	700
gene-AT5G10200	CP002688.1	3201496	3204764	+	3269	810	776	677	924	976	810
gene-AT5G10210	CP002688.1	3206140	3207136	+	997	244	316	246	224	178	228
gene-AT5G10220	CP002688.1	3206868	3208830	-	1963	4	0	2	0	0	0
gene-AT5G10230	CP002688.1	3209497	3211483	-	1987	198	194	256	190	234	168
gene-AT5G10235	CP002688.1	3212351	3212423	-	73	0	0	0	0	0	0
gene-AT5G10240	CP002688.1	3212651	3216551	-	3901	1625	1574	1466	1388	1560	1374
gene-AT5G10250	CP002688.1	3216881	3219436	-	2556	474	432	436	372	416	332
gene-AT5G10260	CP002688.1	3219677	3221515	+	1839	122	136	120	128	114	138
gene-AT5G10270	CP002688.1	3221493	3224788	-	3296	866	752	917	944	893	678
gene-AT5G01685	CP002688.1	3225306	3225724	-	419	0	0	0	0	0	0
gene-AT5G10278	CP002688.1	3226321	3232723	+	6403	49	36	41	24	32	30
gene-AT5G01695	CP002688.1	3227174	3227631	+	458	0	0	0	0	0	0
gene-AT5G10280	CP002688.1	3232569	3234277	+	1709	164	201	200	158	202	143
gene-AT5G10290	CP002688.1	3235258	3238808	-	3551	858	992	920	1102	1256	1150
gene-AT5G10300	CP002688.1	3239455	3240883	+	1429	164	156	168	172	158	172
gene-AT5G10310	CP002688.1	3241439	3242380	-	942	214	234	212	320	254	226
gene-AT5G10320	CP002688.1	3243915	3246839	-	2925	350	394	340	292	384	354
gene-AT5G01725	CP002688.1	3247096	3247657	+	562	0	0	0	0	0	0
gene-AT5G01705	CP002688.1	3247096	3247657	-	562	0	0	0	0	0	0
gene-AT5G01735	CP002688.1	3247228	3247424	-	197	0	0	0	0	0	0
gene-AT5G01745	CP002688.1	3247236	3247432	+	197	0	0	0	0	0	0
gene-AT5G10330	CP002688.1	3247847	3250964	-	3118	646	693	662	620	666	603
gene-AT5G10336	CP002688.1	3251884	3252103	-	220	6	17	8	13	12	5
gene-AT5G10340	CP002688.1	3253122	3255045	+	1924	0	4	2	0	2	0
gene-AT5G10350	CP002688.1	3255236	3257811	-	2576	1595	1804	1521	1436	1584	1401
gene-AT5G10360	CP002688.1	3258404	3260254	-	1851	14421	15885	14909	13903	15822	13871
gene-AT5G10370	CP002688.1	3261149	3267399	+	6251	678	630	694	738	756	622
gene-AT5G10380	CP002688.1	3267635	3268813	+	1179	550	192	187	310	374	212
gene-AT5G10390	CP002688.1	3268847	3269594	-	748	786	996	784	686	746	701
gene-AT5G10400	CP002688.1	3270172	3270957	-	786	1724	2070	1846	1646	1797	1802
gene-AT5G10410	CP002688.1	3271767	3273429	+	1663	126	190	128	140	174	132
gene-AT5G10420	CP002688.1	3273393	3276535	-	3143	0	2	11	0	0	2
gene-AT5G10430	CP002688.1	3277488	3278461	-	974	925	1044	1200	1172	1148	1034
gene-AT5G10435	CP002688.1	3277589	3278173	+	585	2	2	4	2	0	0
gene-AT5G10440	CP002688.1	3280487	3282553	-	2067	80	94	96	72	92	54
gene-AT5G10450	CP002688.1	3283853	3286537	-	2685	14824	14931	13699	18016	19027	16292
gene-AT5G10455	CP002688.1	3287553	3287634	-	82	0	0	0	0	0	0
gene-AT5G10460	CP002688.1	3287750	3289948	+	2199	1324	1374	1296	1500	1621	1360
gene-AT5G10470	CP002688.1	3289925	3297434	-	7510	7716	7568	6969	5792	6118	4959
gene-AT5G10480	CP002688.1	3297804	3300165	-	2362	3689	4140	3651	3030	3331	2739
gene-AT5G10490	CP002688.1	3300192	3304784	-	4593	2676	2514	2408	2098	2293	1909
gene-AT5G10500	CP002688.1	3305287	3308109	+	2823	2	0	0	0	0	0
gene-AT5G01755	CP002688.1	3311962	3312070	-	109	0	0	0	0	0	0
gene-AT5G10510	CP002688.1	3315401	3320323	+	4923	368	456	316	510	572	570
gene-AT5G10520	CP002688.1	3319870	3322935	-	3066	190	214	240	270	278	210
gene-AT5G10525	CP002688.1	3324702	3324774	+	73	0	0	0	0	0	0
gene-AT5G10540	CP002688.1	3324812	3334971	+	10160	4376	4247	4334	4620	4666	3944
gene-AT5G10530	CP002688.1	3324824	3327868	-	3045	230	214	198	194	266	260
gene-AT5G01765	CP002688.1	3332631	3334971	+	2341	0	0	0	0	0	0
gene-AT5G10550	CP002688.1	3332995	3334913	-	1919	4037	3920	4425	1675	1949	1889
gene-AT5G00360	CP002688.1	3335397	3335944	-	548	12	22	24	24	10	6
gene-AT5G10560	CP002688.1	3336003	3339384	-	3382	2282	2358	2076	2709	3254	2541
gene-AT5G10570	CP002688.1	3341200	3343079	+	1880	74	88	68	134	138	78
gene-AT5G01775	CP002688.1	3343190	3343998	+	809	14	24	10	22	13	22
gene-AT5G01785	CP002688.1	3343371	3343521	+	151	0	0	0	0	0	0
gene-AT5G10572	CP002688.1	3343593	3343725	+	133	0	0	0	0	0	0
gene-AT5G10580	CP002688.1	3347381	3350071	+	2691	1688	1946	1484	1596	1682	1648
gene-AT5G10590	CP002688.1	3349134	3349468	-	335	0	0	0	0	0	0
gene-AT5G01795	CP002688.1	3350320	3350631	-	312	1	0	0	0	0	0
gene-AT5G10600	CP002688.1	3351037	3352894	+	1858	148	141	117	116	148	93
gene-AT5G10605	CP002688.1	3351196	3353392	-	2197	305	313	245	337	361	302
gene-AT5G10610	CP002688.1	3353442	3355124	+	1683	648	594	533	421	456	322
gene-AT5G10620	CP002688.1	3355006	3356686	-	1681	239	220	243	257	236	235
gene-AT5G10625	CP002688.1	3358787	3359817	+	1031	186	172	164	236	234	268
gene-AT5G10630	CP002688.1	3359832	3364623	+	4792	996	1018	898	1140	1290	964
gene-AT5G10650	CP002688.1	3364928	3368439	-	3512	677	512	546	598	598	436
gene-AT5G01805	CP002688.1	3369263	3369466	+	204	0	0	0	0	0	0
gene-AT5G10660	CP002688.1	3370096	3372348	+	2253	2	0	0	4	0	6
gene-AT5G10680	CP002688.1	3373224	3374414	+	1191	8	4	6	18	8	2
gene-AT5G10690	CP002688.1	3373640	3377579	-	3940	1893	2094	1863	2016	2084	1901
gene-AT5G10695	CP002688.1	3377652	3378221	+	570	82	80	88	1572	2062	1789
gene-AT5G01815	CP002688.1	3377666	3378106	-	441	14	7	6	28	13	27
gene-AT5G10700	CP002688.1	3378053	3378901	-	849	235	198	156	245	203	216
gene-AT5G10710	CP002688.1	3378956	3382958	+	4003	548	633	490	751	781	762
gene-AT5G01825	CP002688.1	3384245	3384543	-	299	0	0	0	0	0	0
gene-AT5G10720	CP002688.1	3385901	3390686	+	4786	116	134	114	148	182	118
gene-AT5G10730	CP002688.1	3390614	3393191	-	2578	1028	1216	1012	860	988	912
gene-AT5G10740	CP002688.1	3393465	3396200	-	2736	533	476	546	500	510	396
gene-AT5G10745	CP002688.1	3396199	3398335	+	2137	582	668	546	718	719	688
gene-AT5G10750	CP002688.1	3398790	3400281	+	1492	607	586	634	3270	3769	3262
gene-AT5G10760	CP002688.1	3400322	3402389	-	2068	886	78	8	491	600	134
gene-AT5G10770	CP002688.1	3403021	3405571	-	2551	1390	1512	1908	1270	1262	1126
gene-AT5G10780	CP002688.1	3408209	3410076	+	1868	2034	2064	1862	2842	2774	2529
gene-AT5G10790	CP002688.1	3410085	3413036	+	2952	381	459	328	1180	1184	1074
gene-AT5G10800	CP002688.1	3412654	3418553	-	5900	300	292	336	300	337	358
gene-AT5G10810	CP002688.1	3418610	3420692	-	2083	1051	1052	850	1017	1054	1006
gene-AT5G10820	CP002688.1	3420700	3423299	-	2600	366	335	365	315	375	379
gene-AT5G10830	CP002688.1	3423381	3424720	+	1340	338	408	431	348	400	386
gene-AT5G10840	CP002688.1	3424688	3427897	-	3210	3883	3928	3852	4015	4139	3538
gene-AT5G01835	CP002688.1	3424931	3425529	+	599	0	2	0	2	0	0
gene-AT5G10860	CP002688.1	3428842	3430492	-	1651	5235	5445	5066	10621	10402	9508
gene-AT5G10870	CP002688.1	3430497	3432468	-	1972	388	416	350	454	544	484
gene-AT5G10880	CP002688.1	3432693	3433867	+	1175	0	0	0	0	2	0
gene-AT5G10890	CP002688.1	3433742	3435287	-	1546	90	86	69	42	48	86
gene-AT5G10900	CP002688.1	3435949	3439384	-	3436	372	382	363	557	532	444
gene-AT5G10910	CP002688.1	3439553	3441744	+	2192	1112	1143	1029	860	965	858
gene-AT5G10920	CP002688.1	3441751	3444267	+	2517	3008	3373	2979	2708	2933	2613
gene-AT5G10930	CP002688.1	3445029	3447278	-	2250	1905	1764	1276	640	877	633
gene-AT5G10940	CP002688.1	3448535	3454286	-	5752	1924	2014	1864	2224	2272	1924
gene-AT5G10946	CP002688.1	3455402	3457627	-	2226	383	349	294	401	498	407
gene-AT5G10945	CP002688.1	3456632	3456749	-	118	0	0	0	0	0	0
gene-AT5G10950	CP002688.1	3459217	3461824	-	2608	847	802	696	1084	1172	970
gene-AT5G10960	CP002688.1	3464098	3466314	+	2217	7654	7753	7018	7737	7724	6671
gene-AT5G10965	CP002688.1	3467492	3472089	-	4598	96	126	80	140	124	110
gene-AT5G10970	CP002688.1	3469268	3470086	+	819	195	198	202	182	150	107
gene-AT5G10980	CP002688.1	3472405	3473570	-	1166	5894	6277	5618	6214	6739	5683
gene-AT5G10990	CP002688.1	3476820	3477723	+	904	22	46	28	6	6	12
gene-AT5G11000	CP002688.1	3478672	3480621	-	1950	1028	1012	1062	1286	1192	1036
gene-AT5G11010	CP002688.1	3483632	3486267	+	2636	894	893	738	903	942	834
gene-AT5G11020	CP002688.1	3486242	3489316	-	3075	488	560	488	592	616	572
gene-AT5G11030	CP002688.1	3490788	3495173	-	4386	716	686	566	649	800	728
